"","strain","hit_score.rplB","hit_id.rplB","description.rplB"
"718","Neisseria_cinerea",463.3,"NZ_LS483369.1_1593/1-275","Neisseria_cinerea_rplB"
"719","Neisseria_elongata",462,"NZ_CP031252.1_1578/1-275","Neisseria_elongata_rplB"
"720","Neisseria_flavescens",464.5,"NZ_CP039886.1_1911/1-275","Neisseria_flavescens_rplB"
"721","Neisseria_macacae",465.3,"NZ_CP094241.1_2458/1-275","Neisseria_macacae_rplB"
"722","Neisseria_mucosa",465.3,"NZ_UGRT01000001.1_1159/1-275","Neisseria_mucosa_rplB"
"723","Neisseria_sicca",465.3,"NZ_CP072524.1_1743/1-275","Neisseria_sicca_rplB"
"724","Neisseria_subflava",465.4,"NZ_CP039887.1_1685/1-275","Neisseria_subflava_rplB"
"725","Nevskia_ramosa",465.6,"NZ_ATVI01000013.1_6/1-276","Nevskia_ramosa_rplB"
"726","Nitriliruptor_alkaliphilus",437.1,"NZ_KQ033901.1_378/1-274","Nitriliruptor_alkaliphilus_rplB"
"727","Novosphingobium_capsulatum",439.6,"NZ_BCYV01000011.1_72/1-277","Novosphingobium_capsulatum_rplB"
"728","Obesumbacterium_proteus",479.5,"NZ_LAZF01000017.1_9/1-273","Obesumbacterium_proteus_rplB"
"729","Oceanobacillus_caeni",480.6,"NZ_JAHHXM010000014.1_35/1-275","Oceanobacillus_caeni_rplB"
"730","Oceanobacillus_massiliensis",481.9,"NZ_HE610981.1_112/1-275","Oceanobacillus_massiliensis_rplB"
"731","Ochrobactrum_anthropi",451.6,"NZ_CP064063.1_1352/1-276","Ochrobactrum_anthropi_rplB"
"732","Ochrobactrum_cytisi",451.6,"NZ_MOEC01000001.1_248/1-276","Ochrobactrum_cytisi_rplB"
"733","Ochrobactrum_intermedium",454.4,"NZ_UGSH01000003.1_1355/1-276","Ochrobactrum_intermedium_rplB"
"734","Odoribacter_laneus",441.4,"NZ_JH594597.1_251/1-273","Odoribacter_laneus_rplB"
"735","Odoribacter_splanchnicus",434,"NZ_CP086000.1_1976/1-273","Odoribacter_splanchnicus_rplB"
"736","Olsenella_profusa",458.1,"NZ_JACSNQ010000004.1_121/1-278","Olsenella_profusa_rplB"
"737","Olsenella_scatoligenes",459.8,"NZ_LOJF01000001.1_287/1-278","Olsenella_scatoligenes_rplB"
"738","Olsenella_uli",454,"NC_014363.1_1602/1-278","Olsenella_uli_rplB"
"739","Oribacterium_sinus",451.1,"NZ_JACHHH010000005.1_117/1-278","Oribacterium_sinus_rplB"
"740","Ornithobacterium_rhinotracheale",422.2,"NZ_CP006828.1_1407/1-272","Ornithobacterium_rhinotracheale_rplB"
"741","Oscillibacter_valericigenes",439.4,"NZ_JAFBIV010000002.1_186/1-277","Oscillibacter_valericigenes_rplB"
"742","Oxalobacter_formigenes",464.2,"NZ_CP018787.1_70/1-275","Oxalobacter_formigenes_rplB"
"743","Paenibacillus_alvei",477.8,"NZ_JABFOR010000025.1_39/1-275","Paenibacillus_alvei_rplB"
"744","Paenibacillus_antibioticophila",478.3,"NZ_HG005144.1_40/1-275","Paenibacillus_antibioticophila_rplB"
"745","Paenibacillus_barcinonensis",486.2,"NZ_CP054614.1_2749/1-275","Paenibacillus_barcinonensis_rplB"
"746","Paenibacillus_barengoltzii",479.5,"NZ_KE159652.1_39/1-275","Paenibacillus_barengoltzii_rplB"
"747","Paenibacillus_daejeonensis",477.7,"NZ_KB899672.1_136/1-275","Paenibacillus_daejeonensis_rplB"
"748","Paenibacillus_durus",482.4,"NZ_CP009288.1_4690/1-275","Paenibacillus_durus_rplB"
"749","Paenibacillus_glucanolyticus",482.2,"NZ_LWMH01000001.1_1021/1-275","Paenibacillus_glucanolyticus_rplB"
"750","Paenibacillus_graminis",484.2,"NZ_CP009287.1_5590/1-275","Paenibacillus_graminis_rplB"
"751","Paenibacillus_illinoisensis",484.8,"NZ_BIME01000018.1_38/1-275","Paenibacillus_illinoisensis_rplB"
"752","Paenibacillus_lactis",483.2,"NZ_AGIP01000019.1_39/1-275","Paenibacillus_lactis_rplB"
"753","Paenibacillus_lautus",482.2,"NZ_BIMF01000026.1_48/1-275","Paenibacillus_lautus_rplB"
"754","Paenibacillus_rhizosphaerae",481.1,"NZ_JACHXJ010000011.1_37/1-275","Paenibacillus_rhizosphaerae_rplB"
"755","Paenibacillus_senegalensis",479.9,"NZ_HE610967.1_42/1-275","Paenibacillus_senegalensis_rplB"
"756","Paenibacillus_thiaminolyticus",476.6,"NZ_CP041405.1_2758/1-275","Paenibacillus_thiaminolyticus_rplB"
"757","Paenibacillus_timonensis",479.3,"NZ_JAKSXN010000030.1_38/1-275","Paenibacillus_timonensis_rplB"
"758","Pantoea_agglomerans",475.6,"NZ_CP077366.1_871/1-272","Pantoea_agglomerans_rplB"
"759","Pantoea_rodasii",475.6,"NZ_PIQI01000010.1_39/1-272","Pantoea_rodasii_rplB"
"760","Papillibacter_cinnamivorans",451.2,"NZ_FWXW01000006.1_25/1-277","Papillibacter_cinnamivorans_rplB"
"761","Parabacteroides-johnsonii-DSM-18315-MAF-2",437.4,"1_2616/1-273","Parabacteroides-johnsonii-DSM-18315-MAF-2_rplB"
"762","Parabacteroides-merdae-ATCC-43184-MAF-2",437.3,"1_2326/1-273","Parabacteroides-merdae-ATCC-43184-MAF-2_rplB"
"763","Parabacteroides-sp-D13-MAF-2",438.9,"1_2901/1-273","Parabacteroides-sp-D13-MAF-2_rplB"
"764","Parabacteroides_distasonis",438.9,"NZ_CP050956.1_845/1-273","Parabacteroides_distasonis_rplB"
"765","Parabacteroides_faecis",437.8,"NZ_JACHOC010000012.1_136/1-273","Parabacteroides_faecis_rplB"
"766","Parabacteroides_goldsteinii",437.8,"NZ_CP081906.1_5418/1-273","Parabacteroides_goldsteinii_rplB"
"767","Parabacteroides_gordonii",437.8,"NZ_JAIWZF010000001.1_2431/1-273","Parabacteroides_gordonii_rplB"
"768","Paraburkholderia_fungorum",468,"NZ_CP010026.1_1752/1-274","Paraburkholderia_fungorum_rplB"
"769","Paracoccus_haeundaensis",456.1,"NZ_VDDC01000036.1_49/1-277","Paracoccus_haeundaensis_rplB"
"770","Paracoccus_marinus",458.4,"NZ_VJYZ01000010.1_155/1-276","Paracoccus_marinus_rplB"
"771","Paracoccus_sphaerophysae",463,"NZ_JRKS01000009.1_43/1-277","Paracoccus_sphaerophysae_rplB"
"772","Paracoccus_yeei",458.5,"NZ_CP024422.1_624/1-276","Paracoccus_yeei_rplB"
"773","Paraeggerthella_hongkongensis",474.6,"NZ_QICD01000021.1_6/1-275","Paraeggerthella_hongkongensis_rplB"
"774","Paraprevotella_clara",434,"NZ_CABMOJ010000098.1_89/1-274","Paraprevotella_clara_rplB"
"775","Paraprevotella_xylaniphila",429.7,"NZ_LR215980.1_1834/1-274","Paraprevotella_xylaniphila_rplB"
"776","Parasporobacterium_paucivorans",459.9,"NZ_FQYT01000003.1_164/1-278","Parasporobacterium_paucivorans_rplB"
"777","Parasutterella_excrementihominis",468,"NZ_GL883738.1_6/1-274","Parasutterella_excrementihominis_rplB"
"778","Parasutterella_secunda",466.8,"NZ_JACJKX010000006.1_111/1-274","Parasutterella_secunda_rplB"
"779","Parvimonas_micra",468.7,"NZ_CP031971.1_502/1-276","Parvimonas_micra_rplB"
"780","Pediococcus_acidilactici",458.5,"NZ_CP053421.1_1511/1-277","Pediococcus_acidilactici_rplB"
"781","Pediococcus_damnosus",450.8,"NZ_CP012294.1_260/1-277","Pediococcus_damnosus_rplB"
"782","Pediococcus_pentosaceus",458.1,"NZ_CP065723.1_1332/1-277","Pediococcus_pentosaceus_rplB"
"783","Pelomonas_puraquae",459.6,"NZ_NISI01000007.1_6/1-273","Pelomonas_puraquae_rplB"
"784","Pelomonas_saccharophila",458.9,"NZ_SMBU01000065.1_26/1-273","Pelomonas_saccharophila_rplB"
"785","Peptococcus_niger",468.7,"NZ_FNAF01000002.1_110/1-276","Peptococcus_niger_rplB"
"786","Peptoniphilus_asaccharolyticus",468,"NZ_JAETXN010000001.1_229/1-275","Peptoniphilus_asaccharolyticus_rplB"
"787","Peptoniphilus_duerdenii",463.6,"NZ_GL397071.1_155/1-275","Peptoniphilus_duerdenii_rplB"
"788","Peptoniphilus_grossensis",459.8,"NZ_HE978567.1_173/1-275","Peptoniphilus_grossensis_rplB"
"789","Peptoniphilus_harei",458.1,"NZ_LR134524.1_1334/1-275","Peptoniphilus_harei_rplB"
"790","Peptoniphilus_indolicus",467.4,"NZ_UGTH01000001.1_951/1-275","Peptoniphilus_indolicus_rplB"
"791","Peptoniphilus_lacrimalis",460,"NZ_UGSZ01000001.1_612/1-275","Peptoniphilus_lacrimalis_rplB"
"792","Peptoniphilus_senegalensis",459.7,"NZ_HE610718.1_281/1-275","Peptoniphilus_senegalensis_rplB"
"793","Peptoniphilus_timonensis",455,"NZ_HE978594.1_332/1-275","Peptoniphilus_timonensis_rplB"
"794","Peptostreptococcus_anaerobius",458.4,"NZ_UGTB01000004.1_1618/1-275","Peptostreptococcus_anaerobius_rplB"
"795","Phascolarctobacterium_faecium",459.3,"NZ_AP019004.1_1056/1-275","Phascolarctobacterium_faecium_rplB"
"796","Phascolarctobacterium_succinatutens",460.6,"NZ_CABKPS010000041.1_5/1-275","Phascolarctobacterium_succinatutens_rplB"
"797","Phenylobacterium_haematophilum",449,"NZ_JACIDK010000014.1_38/1-276","Phenylobacterium_haematophilum_rplB"
"798","Phocaeicola_vulgatus",438.3,"NZ_AP025240.1_905/1-273","Phocaeicola_vulgatus_rplB"
"799","Phyllobacterium_myrsinacearum",460.7,"NZ_SHLH01000001.1_404/1-276","Phyllobacterium_myrsinacearum_rplB"
"800","Planococcus_okeanokoites",477.6,"NZ_FWYH01000002.1_33/1-275","Planococcus_okeanokoites_rplB"
"801","Planococcus_rifietoensis",479.6,"NZ_CP013659.2_3272/1-275","Planococcus_rifietoensis_rplB"
"802","Planomicrobium_chinense",483,"NZ_JABWTK010000014.1_34/1-275","Planomicrobium_chinense_rplB"
"803","Plesiomonas_shigelloides",480.3,"NZ_CP087711.1_1331/1-272","Plesiomonas_shigelloides_rplB"
"804","Porphyromonas_asaccharolytica",431.1,"NC_015501.1_367/1-276","Porphyromonas_asaccharolytica_rplB"
"805","Porphyromonas_bennonis",425.8,"NZ_AQWR01000010.1_51/1-279","Porphyromonas_bennonis_rplB"
"806","Porphyromonas_endodontalis",435.3,"NZ_UGTE01000001.1_1042/1-275","Porphyromonas_endodontalis_rplB"
"807","Porphyromonas_gingivalis",439.6,"NC_010729.1_1764/1-273","Porphyromonas_gingivalis_rplB"
"808","Porphyromonas_somerae",440,"NZ_AP025559.1_2234/1-276","Porphyromonas_somerae_rplB"
"809","Porphyromonas_uenonis",430.9,"NZ_KI535307.1_225/1-275","Porphyromonas_uenonis_rplB"
"810","Prevotella-buccalis-ATCC-35310-MAF-2",430.1,"1_2550/1-272","Prevotella-buccalis-ATCC-35310-MAF-2_rplB"
"811","Prevotella-copri-DSM-18205-MAF-2",435.3,"scaffold_Scaffolds_0.cp.600_2733/1-274","Prevotella-copri-DSM-18205-MAF-2_rplB"
"812","Prevotella_albensis",433.6,"NZ_AUFP01000007.1_126/1-274","Prevotella_albensis_rplB"
"813","Prevotella_amniotica",433.4,"NZ_KQ960477.1_60/1-274","Prevotella_amniotica_rplB"
"814","Prevotella_baroniae",434.6,"NZ_AWEY01000011.1_10/1-274","Prevotella_baroniae_rplB"
"815","Prevotella_bergensis",433.2,"NZ_GG704781.1_868/1-274","Prevotella_bergensis_rplB"
"816","Prevotella_bivia",433.4,"NZ_JH660660.1_915/1-274","Prevotella_bivia_rplB"
"817","Prevotella_brevis",430.4,"NZ_JHXG01000003.1_59/1-274","Prevotella_brevis_rplB"
"818","Prevotella_bryantii",435,"NZ_CP091798.1_1734/1-273","Prevotella_bryantii_rplB"
"819","Prevotella_buccae",434.2,"NZ_UGTJ01000001.1_1912/1-274","Prevotella_buccae_rplB"
"820","Prevotella_conceptionensis",433.6,"NZ_HE999455.1_27/1-273","Prevotella_conceptionensis_rplB"
"821","Prevotella_corporis",433.3,"NZ_AUME01000013.1_26/1-274","Prevotella_corporis_rplB"
"822","Prevotella_denticola",434.5,"NZ_CP072374.1_1099/1-274","Prevotella_denticola_rplB"
"823","Prevotella_disiens",429.9,"NZ_UGTL01000001.1_540/1-274","Prevotella_disiens_rplB"
"824","Prevotella_enoeca",430.6,"NZ_CP013195.1_223/1-272","Prevotella_enoeca_rplB"
"825","Prevotella_intermedia",430.4,"NZ_CP024727.1_84/1-274","Prevotella_intermedia_rplB"
"826","Prevotella_loescheii",433.5,"NZ_KB899218.1_67/1-273","Prevotella_loescheii_rplB"
"827","Prevotella_melaninogenica",432.5,"NC_014370.1_322/1-274","Prevotella_melaninogenica_rplB"
"828","Prevotella_micans",430.6,"NZ_JH594523.1_149/1-274","Prevotella_micans_rplB"
"829","Prevotella_multisaccharivorax",434.9,"NZ_GL945017.1_175/1-274","Prevotella_multisaccharivorax_rplB"
"830","Prevotella_nanceiensis",431.5,"NZ_JAHXCT010000002.1_87/1-273","Prevotella_nanceiensis_rplB"
"831","Prevotella_nigrescens",429.8,"NZ_CP072339.1_1881/1-274","Prevotella_nigrescens_rplB"
"832","Prevotella_oralis",433,"NZ_GL833119.1_745/1-274","Prevotella_oralis_rplB"
"833","Prevotella_oulora",433.1,"NZ_JH114216.1_418/1-274","Prevotella_oulora_rplB"
"834","Prevotella_pallens",429.5,"NZ_UGTP01000001.1_427/1-274","Prevotella_pallens_rplB"
"835","Prevotella_ruminicola",430.8,"NZ_CP071890.1_2050/1-274","Prevotella_ruminicola_rplB"
"836","Prevotella_shahii",432,"NZ_QJJX01000009.1_10/1-273","Prevotella_shahii_rplB"
"837","Prevotella_stercorea",436.5,"NZ_JH379424.1_46/1-272","Prevotella_stercorea_rplB"
"838","Prevotella_timonensis",432,"NZ_NBAX01000008.1_72/1-272","Prevotella_timonensis_rplB"
"839","Prevotella_veroralis",432.9,"NZ_CP072330.1_1408/1-274","Prevotella_veroralis_rplB"
"840","Prochlorococcus_marinus",433.1,"NC_005042.1_1733/1-279","Prochlorococcus_marinus_rplB"
"841","Promicromonospora_flava",458.5,"NZ_FUZQ01000002.1_250/1-276","Promicromonospora_flava_rplB"
"842","Propionibacterium_acidipropionici",452.9,"NZ_CP031057.1_1167/1-277","Propionibacterium_acidipropionici_rplB"
"843","Propionibacterium_acnes",461.5,"NC_021085.1_1846/1-277","Propionibacterium_acnes_rplB"
"844","Propionibacterium_avidum",462.2,"NC_021064.1_338/1-277","Propionibacterium_avidum_rplB"
"845","Propionibacterium_freudenreichii",462.6,"NZ_LT593929.1_1646/1-277","Propionibacterium_freudenreichii_rplB"
"846","Propionibacterium_jensenii",453.7,"NZ_CP040635.1_1574/1-277","Propionibacterium_jensenii_rplB"
"847","Propionimicrobium_lymphophilum",455.1,"NZ_KE150269.1_509/1-277","Propionimicrobium_lymphophilum_rplB"
"848","Proteus_mirabilis",476.8,"NC_010554.1_3187/1-273","Proteus_mirabilis_rplB"
"849","Proteus_penneri",477,"NZ_CP059690.1_3219/1-273","Proteus_penneri_rplB"
"850","Proteus_vulgaris",475.4,"NZ_KN150745.1_567/1-273","Proteus_vulgaris_rplB"
"851","Providencia_alcalifaciens",477.4,"NZ_CP023536.1_1045/1-273","Providencia_alcalifaciens_rplB"
"852","Providencia_rettgeri",476.3,"NZ_CP029736.1_805/1-273","Providencia_rettgeri_rplB"
"853","Providencia_rustigianii",477.3,"NZ_UGUA01000002.1_3381/1-273","Providencia_rustigianii_rplB"
"854","Providencia_stuartii",478,"NZ_VAUE01000057.1_7/1-273","Providencia_stuartii_rplB"
"855","Pseudarthrobacter_polychromogenes",446.1,"NZ_BMKU01000003.1_220/1-277","Pseudarthrobacter_polychromogenes_rplB"
"856","Pseudocitrobacter_anthropi",477.3,"NZ_BNAA01000016.1_39/1-272","Pseudocitrobacter_anthropi_rplB"
"857","Pseudoclavibacter_helvolus",459.6,"NZ_JACHWJ010000004.1_268/1-277","Pseudoclavibacter_helvolus_rplB"
"858","Pseudoflavonifractor_capillosus",443.3,"NZ_AAXG02000028.1_13/1-277","Pseudoflavonifractor_capillosus_rplB"
"859","Pseudomonas_aeruginosa",472.1,"NC_002516.2_4349/1-273","Pseudomonas_aeruginosa_rplB"
"860","Pseudomonas_alcaliphila",467.7,"NZ_BCZV01000008.1_21/1-274","Pseudomonas_alcaliphila_rplB"
"861","Pseudomonas_fluorescens",469.8,"NZ_LT907842.1_1359/1-274","Pseudomonas_fluorescens_rplB"
"862","Pseudomonas_fragi",469.8,"NZ_CP064354.1_4251/1-274","Pseudomonas_fragi_rplB"
"863","Pseudomonas_gessardii",470,"NZ_FNKR01000003.1_3882/1-274","Pseudomonas_gessardii_rplB"
"864","Pseudomonas_monteilii",468,"NZ_CP022562.1_536/1-274","Pseudomonas_monteilii_rplB"
"865","Pseudomonas_nitroreducens",469.6,"NZ_JAAQXT010000007.1_22/1-273","Pseudomonas_nitroreducens_rplB"
"866","Pseudomonas_oleovorans",467.7,"NZ_HG916826.1_3634/1-274","Pseudomonas_oleovorans_rplB"
"867","Pseudomonas_parafulva",468.7,"NZ_BBIU01000028.1_6/1-274","Pseudomonas_parafulva_rplB"
"868","Pseudomonas_putida",468.5,"NC_021505.1_486/1-274","Pseudomonas_putida_rplB"
"869","Pseudomonas_stutzeri",475.9,"NZ_AP024722.1_686/1-273","Pseudomonas_stutzeri_rplB"
"870","Pseudomonas_tolaasii",469.9,"NZ_PHHD01000001.1_700/1-274","Pseudomonas_tolaasii_rplB"
"871","Pseudomonas_yamanorum",469.8,"NZ_CP012400.2_405/1-274","Pseudomonas_yamanorum_rplB"
"872","Pseudomonas_zhaodongensis",474.8,"NZ_RFFM01000002.1_1182/1-273","Pseudomonas_zhaodongensis_rplB"
"873","Pseudoramibacter_alactolyticus",474.6,"NZ_GL622359.1_1360/1-276","Pseudoramibacter_alactolyticus_rplB"
"874","Pseudoxanthomonas_broegbernensis",460.8,"NZ_JACHGU010000002.1_190/1-274","Pseudoxanthomonas_broegbernensis_rplB"
"875","Pseudoxanthomonas_japonensis",459.8,"NZ_PDWW01000015.1_77/1-274","Pseudoxanthomonas_japonensis_rplB"
"876","Pseudoxanthomonas_mexicana",457.1,"NZ_CP060731.1_1666/1-274","Pseudoxanthomonas_mexicana_rplB"
"877","Psychrobacter_alimentarius",452,"NZ_CP014945.1_570/1-275","Psychrobacter_alimentarius_rplB"
"878","Psychrobacter_arenosus",457.1,"NZ_LR884459.1_973/1-275","Psychrobacter_arenosus_rplB"
"879","Psychrobacter_cibarius",452.3,"NZ_JABASQ010000013.1_15/1-275","Psychrobacter_cibarius_rplB"
"880","Psychrobacter_maritimus",454.9,"NZ_CAJHAJ010000007.1_57/1-275","Psychrobacter_maritimus_rplB"
"881","Psychrobacter_namhaensis",452.7,"NZ_CAJHAK010000002.1_321/1-275","Psychrobacter_namhaensis_rplB"
"882","Pyramidobacter__piscolens",405.6,"NZ_AP025585.1_585/1-274","Pyramidobacter__piscolens_rplB"
"883","Pyramidobacter_piscolens",405.6,"NZ_AP025585.1_585/1-274","Pyramidobacter_piscolens_rplB"
"884","Rahnella_aquatilis",478.2,"NC_016818.1_353/1-273","Rahnella_aquatilis_rplB"
"885","Ralstonia_mannitolilytica",454.3,"NZ_CP010799.1_143/1-275","Ralstonia_mannitolilytica_rplB"
"886","Ralstonia_pickettii",454.2,"NZ_CABKQE010000005.1_28/1-275","Ralstonia_pickettii_rplB"
"887","Raoultella_ornithinolytica",476.5,"NZ_CABDWD010000002.1_406/1-272","Raoultella_ornithinolytica_rplB"
"888","Raoultella_planticola",476.5,"NZ_CP093334.1_3320/1-272","Raoultella_planticola_rplB"
"889","Raoultella_terrigena",476.9,"NZ_CP050508.1_387/1-272","Raoultella_terrigena_rplB"
"890","Rheinheimera_perlucida",481,"NZ_KB907738.1_12/1-273","Rheinheimera_perlucida_rplB"
"891","Rheinheimera_texasensis",480.8,"NZ_JONU01000017.1_32/1-273","Rheinheimera_texasensis_rplB"
"892","Rhizobium_metallidurans",444.1,"NZ_JACIDW010000003.1_266/1-277","Rhizobium_metallidurans_rplB"
"893","Rhizobium_radiobacter",451,"NZ_CP033031.1_1571/1-277","Rhizobium_radiobacter_rplB"
"894","Rhodococcus_degradans",454.9,"NZ_AP023172.1_1828/1-276","Rhodococcus_degradans_rplB"
"895","Rhodococcus_equi",456.7,"NZ_CP027793.1_3746/1-275","Rhodococcus_equi_rplB"
"896","Rhodococcus_erythropolis",454.9,"NZ_CP007255.1_4563/1-276","Rhodococcus_erythropolis_rplB"
"897","Rhodococcus_rhodochrous",457.5,"NZ_CP032221.1_4966/1-275","Rhodococcus_rhodochrous_rplB"
"898","Riemerella_columbina",440.4,"NZ_KB894229.1_74/1-273","Riemerella_columbina_rplB"
"899","Robinsoniella_peoriensis",458.4,"NZ_FMJR01000021.1_109/1-278","Robinsoniella_peoriensis_rplB"
"900","Romboutsia_ilealis",466.1,"NZ_LN555523.1_2318/1-275","Romboutsia_ilealis_rplB"
"901","Romboutsia_lituseburensis",464.2,"NZ_FNGW01000018.1_34/1-275","Romboutsia_lituseburensis_rplB"
"902","Roseburia-intestinalis-L1-82-MAF-2",463,"1_3534/1-278","Roseburia-intestinalis-L1-82-MAF-2_rplB"
"903","Roseburia_faecis",463.8,"NZ_CYXV01000012.1_56/1-277","Roseburia_faecis_rplB"
"904","Roseburia_hominis",461.6,"NZ_LR699011.1_2805/1-278","Roseburia_hominis_rplB"
"905","Roseburia_inulinivorans",460.4,"NZ_QRTF01000005.1_57/1-278","Roseburia_inulinivorans_rplB"
"906","Roseomonas_mucosa",452.8,"NZ_CP044117.1_2346/1-276","Roseomonas_mucosa_rplB"
"907","Rothia_aeria",452.1,"NZ_LR134479.1_1736/1-276","Rothia_aeria_rplB"
"908","Rothia_dentocariosa",454.7,"NC_014643.1_289/1-276","Rothia_dentocariosa_rplB"
"909","Rothia_mucilaginosa",457.4,"NZ_ACVO01000015.1_215/1-276","Rothia_mucilaginosa_rplB"
"910","Rudanella_lutea",437.7,"NZ_KB913013.1_2254/1-273","Rudanella_lutea_rplB"
"911","Ruminococcus-gauvreauii-DSM-19829-MAF-2",461.9,"1_832/1-278","Ruminococcus-gauvreauii-DSM-19829-MAF-2_rplB"
"912","Ruminococcus-lactaris-ATCC-29176-MAF-2",462.3,"1_362/1-277","Ruminococcus-lactaris-ATCC-29176-MAF-2_rplB"
"913","Ruminococcus-torques-ATCC-27756-MAF-2",460.2,"1_281/1-277","Ruminococcus-torques-ATCC-27756-MAF-2_rplB"
"914","Ruminococcus_albus",463.3,"NC_014833.1_40/1-276","Ruminococcus_albus_rplB"
"915","Ruminococcus_bicirculans",462,"NZ_HF545616.1_1978/1-276","Ruminococcus_bicirculans_rplB"
"916","Ruminococcus_bromii",454.7,"NZ_NNSR01000013.1_41/1-276","Ruminococcus_bromii_rplB"
"917","Ruminococcus_callidus",454.1,"NZ_KI260338.1_28/1-275","Ruminococcus_callidus_rplB"
"918","Ruminococcus_champanellensis",451.9,"NC_021039.1_1429/1-276","Ruminococcus_champanellensis_rplB"
"919","Ruminococcus_faecis",463.5,"NZ_JAJBMF010000008.1_99/1-277","Ruminococcus_faecis_rplB"
"920","Ruminococcus_flavefaciens",460.7,"NZ_KI912489.1_486/1-276","Ruminococcus_flavefaciens_rplB"
"921","Ruminococcus_gnavus",462.7,"NZ_CP027002.1_1650/1-277","Ruminococcus_gnavus_rplB"
"922","Ruminococcus_torques",460.2,"NZ_QRIH01000021.1_32/1-277","Ruminococcus_torques_rplB"
"923","Salmonella_enterica",476.2,"NC_003197.2_3393/1-272","Salmonella_enterica_rplB"
"924","Sarcina_ventriculi",468.1,"NZ_CABIXL010000007.1_6/1-276","Sarcina_ventriculi_rplB"
"925","Scardovia_inopinata",431.3,"NZ_AP012334.1_196/1-273","Scardovia_inopinata_rplB"
"926","Schlesneria_paludicola",423.6,"NZ_JH636435.1_2589/1-280","Schlesneria_paludicola_rplB"
"927","Selenomonas_noxia",467.8,"NZ_JH376857.1_330/1-275","Selenomonas_noxia_rplB"
"928","Selenomonas_ruminantium",467,"NZ_AUJE01000030.1_39/1-274","Selenomonas_ruminantium_rplB"
"929","Sellimonas_intestinalis",459.2,"NZ_QVMD01000003.1_59/1-277","Sellimonas_intestinalis_rplB"
"930","Senegalemassilia_anaerobia",469.5,"NZ_HE611014.1_428/1-275","Senegalemassilia_anaerobia_rplB"
"931","Serratia_ficaria",477.6,"NZ_LT906479.1_4339/1-273","Serratia_ficaria_rplB"
"932","Serratia_fonticola",478.3,"NZ_CP011254.1_1173/1-273","Serratia_fonticola_rplB"
"933","Serratia_liquefaciens",476.2,"NZ_CP048784.1_4542/1-273","Serratia_liquefaciens_rplB"
"934","Serratia_marcescens",477.8,"NZ_CP027798.1_4753/1-273","Serratia_marcescens_rplB"
"935","Serratia_quinivorans",476.6,"NZ_LR134494.1_4550/1-273","Serratia_quinivorans_rplB"
"936","Shigella_dysenteriae",476.7,"NZ_MSJW02000244.1_7/1-272","Shigella_dysenteriae_rplB"
"937","Shigella_flexneri",477.6,"NC_004337.2_3605/1-272","Shigella_flexneri_rplB"
"938","Shigella_sonnei",477.6,"NZ_CP055292.1_2224/1-272","Shigella_sonnei_rplB"
"939","Silanimonas_lenta",463.9,"NZ_KE386845.1_267/1-274","Silanimonas_lenta_rplB"
"940","Skermanella_aerolata",459.3,"NZ_BJYZ01000003.1_459/1-274","Skermanella_aerolata_rplB"
"941","Slackia_equolifaciens",477.3,"NZ_QIBX01000002.1_171/1-276","Slackia_equolifaciens_rplB"
"942","Slackia_exigua",470.2,"NZ_UGGM01000001.1_1392/1-275","Slackia_exigua_rplB"
"943","Slackia_isoflavoniconvertens",472.5,"NZ_PPTO01000002.1_111/1-275","Slackia_isoflavoniconvertens_rplB"
"944","Slackia_piriformis",473.5,"NZ_JH815198.1_215/1-275","Slackia_piriformis_rplB"
"945","Sneathia_sanguinegens",428.4,"NZ_LOQF01000003.1_88/1-274","Sneathia_sanguinegens_rplB"
"946","Soleaferrea_massiliensis",461.1,"NZ_CCYH01000043.1_34/1-277","Soleaferrea_massiliensis_rplB"
"947","Solobacterium_moorei",453.9,"NZ_AUKY01000019.1_22/1-276","Solobacterium_moorei_rplB"
"948","Sphingobacterium_alimentarium",428.8,"NZ_SMBZ01000025.1_18/1-274","Sphingobacterium_alimentarium_rplB"
"949","Sphingobacterium_multivorum",433,"NZ_CP068086.1_3947/1-274","Sphingobacterium_multivorum_rplB"
"950","Sphingobacterium_nematocida",429.9,"NZ_FUZF01000010.1_6/1-274","Sphingobacterium_nematocida_rplB"
"951","Sphingomonas_adhaesiva",433.1,"NZ_NWVC01000008.1_94/1-276","Sphingomonas_adhaesiva_rplB"
"952","Sphingomonas_echinoides",415.3,"NZ_JH584235.1_1048/1-282","Sphingomonas_echinoides_rplB"
"953","Sphingomonas_glacialis",415.1,"NZ_BNAQ01000001.1_1027/1-282","Sphingomonas_glacialis_rplB"
"954","Sphingomonas_hankookensis",424.1,"NZ_JAKREV010000001.1_783/1-282","Sphingomonas_hankookensis_rplB"
"955","Sphingomonas_koreensis",406.7,"NZ_CP018820.1_3575/1-282","Sphingomonas_koreensis_rplB"
"956","Sphingomonas_melonis",430.2,"NZ_AQUJ01000001.1_2263/1-277","Sphingomonas_melonis_rplB"
"957","Sphingomonas_panni",426,"NZ_JAKREU010000006.1_87/1-282","Sphingomonas_panni_rplB"
"958","Sphingomonas_paucimobilis",418.7,"NZ_CP065670.1_851/1-282","Sphingomonas_paucimobilis_rplB"
"959","Sphingomonas_pseudosanguinis",420.1,"NZ_JACIDH010000001.1_663/1-282","Sphingomonas_pseudosanguinis_rplB"
