description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Pseudomonas_alcaliphila_rplB,NZ_BCZV01000008.1_21/1-274,NZ_BCZV01000008.1_21,275,467.7,3.4e-141,7.6,274,467.6,7.7e-145,3.8e-141,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_alcaliphila_rplB.domtblout
Pseudomonas_fluorescens_rplB,NZ_LT907842.1_1359/1-274,NZ_LT907842.1_1359,275,469.8,9.4e-142,7.4,274,469.7,1.8e-145,1e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_fluorescens_rplB.domtblout
Pseudomonas_fragi_rplB,NZ_CP064354.1_4251/1-274,NZ_CP064354.1_4251,275,469.8,7.2e-142,8.3,274,469.7,1.8e-145,8e-142,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_fragi_rplB.domtblout
Pseudomonas_gessardii_rplB,NZ_FNKR01000003.1_3882/1-274,NZ_FNKR01000003.1_3882,275,470.0,8.4e-142,7.3,274,469.8,1.6e-145,9.4e-142,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_gessardii_rplB.domtblout
Pseudomonas_monteilii_rplB,NZ_CP022562.1_536/1-274,NZ_CP022562.1_536,275,468.0,3.2e-141,7.8,274,467.9,6.3e-145,3.5e-141,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_monteilii_rplB.domtblout
Pseudomonas_nitroreducens_rplB,NZ_JAAQXT010000007.1_22/1-273,NZ_JAAQXT010000007.1_22,274,469.6,1.1e-141,9.3,273,469.5,2e-145,1.3e-141,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_nitroreducens_rplB.domtblout
Pseudomonas_oleovorans_rplB,NZ_HG916826.1_3634/1-274,NZ_HG916826.1_3634,275,467.7,3.1e-141,7.5,274,467.6,7.7e-145,3.4e-141,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_oleovorans_rplB.domtblout
Pseudomonas_parafulva_rplB,NZ_BBIU01000028.1_6/1-274,NZ_BBIU01000028.1_6,275,468.7,1.5e-141,7.3,274,468.6,3.9e-145,1.7e-141,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_parafulva_rplB.domtblout
Pseudomonas_putida_rplB,NC_021505.1_486/1-274,NC_021505.1_486,275,468.5,2.2e-141,7.1,274,468.3,4.5e-145,2.5e-141,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_putida_rplB.domtblout
Pseudomonas_stutzeri_rplB,NZ_AP024722.1_686/1-273,NZ_AP024722.1_686,274,475.9,9.2e-144,7.2,273,475.8,2.4e-147,1e-143,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_stutzeri_rplB.domtblout
Pseudomonas_tolaasii_rplB,NZ_PHHD01000001.1_700/1-274,NZ_PHHD01000001.1_700,275,469.9,9.1e-142,7.2,274,469.7,1.7e-145,1e-141,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_tolaasii_rplB.domtblout
Pseudomonas_yamanorum_rplB,NZ_CP012400.2_405/1-274,NZ_CP012400.2_405,275,469.8,9.9e-142,7.4,274,469.7,1.8e-145,1.1e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_yamanorum_rplB.domtblout
Pseudomonas_zhaodongensis_rplB,NZ_RFFM01000002.1_1182/1-273,NZ_RFFM01000002.1_1182,274,474.8,2.1e-143,7.1,273,474.6,5.6e-147,2.4e-143,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudomonas_zhaodongensis_rplB.domtblout
Pseudoramibacter_alactolyticus_rplB,NZ_GL622359.1_1360/1-276,NZ_GL622359.1_1360,278,474.6,1.2e-143,8.9,276,474.5,6.2e-147,1.4e-143,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudoramibacter_alactolyticus_rplB.domtblout
Pseudoxanthomonas_broegbernensis_rplB,NZ_JACHGU010000002.1_190/1-274,NZ_JACHGU010000002.1_190,276,460.8,2.7e-139,7.0,274,460.6,1e-142,3e-139,7.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudoxanthomonas_broegbernensis_rplB.domtblout
Pseudoxanthomonas_japonensis_rplB,NZ_PDWW01000015.1_77/1-274,NZ_PDWW01000015.1_77,276,459.8,6.9e-139,6.9,274,459.6,2e-142,7.6e-139,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudoxanthomonas_japonensis_rplB.domtblout
Pseudoxanthomonas_mexicana_rplB,NZ_CP060731.1_1666/1-274,NZ_CP060731.1_1666,276,457.1,4.5e-138,6.6,274,456.9,1.4e-141,4.9e-138,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pseudoxanthomonas_mexicana_rplB.domtblout
Psychrobacter_alimentarius_rplB,NZ_CP014945.1_570/1-275,NZ_CP014945.1_570,276,452.0,1.2e-136,11.3,275,451.8,4.9e-140,1.3e-136,11.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Psychrobacter_alimentarius_rplB.domtblout
Psychrobacter_arenosus_rplB,NZ_LR884459.1_973/1-275,NZ_LR884459.1_973,276,457.1,3.4e-138,10.4,275,457.0,1.3e-141,3.8e-138,10.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Psychrobacter_arenosus_rplB.domtblout
Psychrobacter_cibarius_rplB,NZ_JABASQ010000013.1_15/1-275,NZ_JABASQ010000013.1_15,276,452.3,7.8e-137,10.3,275,452.2,3.8e-140,8.6e-137,10.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Psychrobacter_cibarius_rplB.domtblout
Psychrobacter_maritimus_rplB,NZ_CAJHAJ010000007.1_57/1-275,NZ_CAJHAJ010000007.1_57,276,454.9,1.5e-137,9.6,275,454.7,6.4e-141,1.7e-137,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Psychrobacter_maritimus_rplB.domtblout
Psychrobacter_namhaensis_rplB,NZ_CAJHAK010000002.1_321/1-275,NZ_CAJHAK010000002.1_321,277,452.7,6.1e-137,11.4,275,452.6,2.8e-140,6.8e-137,11.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Psychrobacter_namhaensis_rplB.domtblout
Pyramidobacter__piscolens_rplB,NZ_AP025585.1_585/1-274,NZ_AP025585.1_585,277,405.6,1.4e-122,2.6,274,405.5,6.5e-126,1.6e-122,2.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pyramidobacter__piscolens_rplB.domtblout
Pyramidobacter_piscolens_rplB,NZ_AP025585.1_585/1-274,NZ_AP025585.1_585,277,405.6,1.4e-122,2.6,274,405.5,6.5e-126,1.6e-122,2.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Pyramidobacter_piscolens_rplB.domtblout
Rahnella_aquatilis_rplB,NC_016818.1_353/1-273,NC_016818.1_353,275,478.2,2.1e-144,10.2,273,478.1,4.9e-148,2.4e-144,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rahnella_aquatilis_rplB.domtblout
Ralstonia_mannitolilytica_rplB,NZ_CP010799.1_143/1-275,NZ_CP010799.1_143,277,454.3,4e-137,9.0,275,454.2,9.5e-141,4.5e-137,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ralstonia_mannitolilytica_rplB.domtblout
Ralstonia_pickettii_rplB,NZ_CABKQE010000005.1_28/1-275,NZ_CABKQE010000005.1_28,277,454.2,4.5e-137,9.4,275,454.0,1e-140,5e-137,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ralstonia_pickettii_rplB.domtblout
Raoultella_ornithinolytica_rplB,NZ_CABDWD010000002.1_406/1-272,NZ_CABDWD010000002.1_406,274,476.5,7.3e-144,8.6,272,476.4,1.6e-147,8.1e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Raoultella_ornithinolytica_rplB.domtblout
Raoultella_planticola_rplB,NZ_CP093334.1_3320/1-272,NZ_CP093334.1_3320,274,476.5,7.5e-144,8.6,272,476.4,1.6e-147,8.3e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Raoultella_planticola_rplB.domtblout
Raoultella_terrigena_rplB,NZ_CP050508.1_387/1-272,NZ_CP050508.1_387,274,476.9,5.5e-144,8.6,272,476.8,1.2e-147,6.1e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Raoultella_terrigena_rplB.domtblout
Rheinheimera_perlucida_rplB,NZ_KB907738.1_12/1-273,NZ_KB907738.1_12,275,481.0,2.4e-145,6.2,273,480.8,7.1e-149,2.6e-145,6.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rheinheimera_perlucida_rplB.domtblout
Rheinheimera_texasensis_rplB,NZ_JONU01000017.1_32/1-273,NZ_JONU01000017.1_32,275,480.8,2.8e-145,6.3,273,480.7,7.8e-149,3.1e-145,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rheinheimera_texasensis_rplB.domtblout
Rhizobium_metallidurans_rplB,NZ_JACIDW010000003.1_266/1-277,NZ_JACIDW010000003.1_266,279,444.1,5.3e-134,5.7,277,444.0,1.2e-137,5.9e-134,5.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhizobium_metallidurans_rplB.domtblout
Rhizobium_radiobacter_rplB,NZ_CP033031.1_1571/1-277,NZ_CP033031.1_1571,279,451.0,4.3e-136,6.1,277,450.9,9.4e-140,4.7e-136,6.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhizobium_radiobacter_rplB.domtblout
Rhodococcus_degradans_rplB,NZ_AP023172.1_1828/1-276,NZ_AP023172.1_1828,279,454.9,3.5e-137,11.2,276,454.8,6.1e-141,3.9e-137,11.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhodococcus_degradans_rplB.domtblout
Rhodococcus_equi_rplB,NZ_CP027793.1_3746/1-275,NZ_CP027793.1_3746,278,456.7,8.4e-138,10.4,275,456.5,1.8e-141,9.3e-138,10.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhodococcus_equi_rplB.domtblout
Rhodococcus_erythropolis_rplB,NZ_CP007255.1_4563/1-276,NZ_CP007255.1_4563,279,454.9,3.5e-137,11.2,276,454.8,6.1e-141,3.9e-137,11.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhodococcus_erythropolis_rplB.domtblout
Rhodococcus_rhodochrous_rplB,NZ_CP032221.1_4966/1-275,NZ_CP032221.1_4966,278,457.5,4.8e-138,10.9,275,457.3,1e-141,5.3e-138,10.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rhodococcus_rhodochrous_rplB.domtblout
Riemerella_columbina_rplB,NZ_KB894229.1_74/1-273,NZ_KB894229.1_74,274,440.4,3.7e-133,8.5,273,440.2,1.7e-136,4.1e-133,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Riemerella_columbina_rplB.domtblout
Robinsoniella_peoriensis_rplB,NZ_FMJR01000021.1_109/1-278,NZ_FMJR01000021.1_109,282,458.4,2.8e-138,8.2,278,458.3,5.3e-142,3.1e-138,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Robinsoniella_peoriensis_rplB.domtblout
Romboutsia_ilealis_rplB,NZ_LN555523.1_2318/1-275,NZ_LN555523.1_2318,277,466.1,5.3e-141,5.3,275,465.9,2.5e-144,5.9e-141,5.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Romboutsia_ilealis_rplB.domtblout
Romboutsia_lituseburensis_rplB,NZ_FNGW01000018.1_34/1-275,NZ_FNGW01000018.1_34,277,464.2,3e-140,5.5,275,464.0,9.5e-144,3.4e-140,5.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Romboutsia_lituseburensis_rplB.domtblout
Roseburia_faecis_rplB,NZ_CYXV01000012.1_56/1-277,NZ_CYXV01000012.1_56,281,463.8,3.8e-140,6.7,277,463.6,1.2e-143,4.2e-140,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseburia_faecis_rplB.domtblout
Roseburia_hominis_rplB,NZ_LR699011.1_2805/1-278,NZ_LR699011.1_2805,282,461.6,1.7e-139,8.4,278,461.5,1.1e-142,1.8e-139,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseburia_hominis_rplB.domtblout
Roseburia_hominis_rplB,NZ_LR699011.1_660/83-194,NZ_LR699011.1_660,732,12.7,0.01,0.3,112,12.0,1e-05,0.016,0.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseburia_hominis_rplB.domtblout
Roseburia-intestinalis-L1-82-MAF-2_rplB,1_3534/1-278,1_3534,282,463.0,7.5e-140,7.3,278,462.9,2.1e-143,8.4e-140,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseburia-intestinalis-L1-82-MAF-2_rplB.domtblout
Roseburia_inulinivorans_rplB,NZ_QRTF01000005.1_57/1-278,NZ_QRTF01000005.1_57,282,460.4,4.3e-139,9.6,278,460.2,1.3e-142,4.7e-139,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseburia_inulinivorans_rplB.domtblout
Roseomonas_mucosa_rplB,NZ_CP044117.1_2346/1-276,NZ_CP044117.1_2346,279,452.8,1.1e-136,3.8,276,452.7,2.7e-140,1.2e-136,3.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Roseomonas_mucosa_rplB.domtblout
Rothia_aeria_rplB,NZ_LR134479.1_1736/1-276,NZ_LR134479.1_1736,279,452.1,9.2e-137,9.0,276,452.0,4.3e-140,1e-136,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rothia_aeria_rplB.domtblout
Rothia_dentocariosa_rplB,NC_014643.1_289/1-276,NC_014643.1_289,279,454.7,1.4e-137,8.9,276,454.5,7.3e-141,1.6e-137,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rothia_dentocariosa_rplB.domtblout
Rothia_mucilaginosa_rplB,NZ_ACVO01000015.1_215/1-276,NZ_ACVO01000015.1_215,279,457.4,1.6e-138,9.4,276,457.3,1e-141,1.8e-138,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rothia_mucilaginosa_rplB.domtblout
Rudanella_lutea_rplB,NZ_KB913013.1_2254/1-273,NZ_KB913013.1_2254,275,437.7,5.2e-132,8.5,273,437.6,1.1e-135,5.7e-132,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Rudanella_lutea_rplB.domtblout
Ruminococcus_albus_rplB,NC_014833.1_40/1-276,NC_014833.1_40,278,463.3,6.1e-140,4.2,276,463.2,1.7e-143,6.8e-140,4.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_albus_rplB.domtblout
Ruminococcus_bicirculans_rplB,NZ_HF545616.1_1978/1-276,NZ_HF545616.1_1978,278,462.0,1.1e-139,4.4,276,461.8,4.4e-143,1.2e-139,4.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_bicirculans_rplB.domtblout
Ruminococcus_bromii_rplB,NZ_NNSR01000013.1_41/1-276,NZ_NNSR01000013.1_41,278,454.7,1.3e-137,4.1,276,454.5,7.2e-141,1.4e-137,4.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_bromii_rplB.domtblout
Ruminococcus_callidus_rplB,NZ_KI260338.1_28/1-275,NZ_KI260338.1_28,278,454.1,2.8e-137,4.0,275,454.0,1.1e-140,3.1e-137,4.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_callidus_rplB.domtblout
Ruminococcus_champanellensis_rplB,NC_021039.1_1429/1-276,NC_021039.1_1429,278,451.9,1.1e-136,4.3,276,451.7,5.2e-140,1.2e-136,4.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_champanellensis_rplB.domtblout
Ruminococcus_faecis_rplB,NZ_JAJBMF010000008.1_99/1-277,NZ_JAJBMF010000008.1_99,281,463.5,3.9e-140,7.5,277,463.4,1.5e-143,4.3e-140,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_faecis_rplB.domtblout
Ruminococcus_flavefaciens_rplB,NZ_KI912489.1_486/1-276,NZ_KI912489.1_486,278,460.7,2.9e-139,3.5,276,460.6,1e-142,3.2e-139,3.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_flavefaciens_rplB.domtblout
Ruminococcus-gauvreauii-DSM-19829-MAF-2_rplB,1_832/1-278,1_832,282,461.9,1.5e-139,6.5,278,461.8,4.5e-143,1.7e-139,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus-gauvreauii-DSM-19829-MAF-2_rplB.domtblout
Ruminococcus_gnavus_rplB,NZ_CP027002.1_1650/1-277,NZ_CP027002.1_1650,281,462.7,8.2e-140,9.1,277,462.5,2.6e-143,9.1e-140,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_gnavus_rplB.domtblout
Ruminococcus-lactaris-ATCC-29176-MAF-2_rplB,1_362/1-277,1_362,281,462.3,7.4e-140,9.0,277,462.2,3.3e-143,8.2e-140,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus-lactaris-ATCC-29176-MAF-2_rplB.domtblout
Ruminococcus-torques-ATCC-27756-MAF-2_rplB,1_281/1-277,1_281,281,460.2,3.3e-139,8.1,277,460.1,1.5e-142,3.6e-139,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus-torques-ATCC-27756-MAF-2_rplB.domtblout
Ruminococcus_torques_rplB,NZ_QRIH01000021.1_32/1-277,NZ_QRIH01000021.1_32,281,460.2,3.6e-139,8.1,277,460.1,1.5e-142,3.9e-139,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Ruminococcus_torques_rplB.domtblout
Salmonella_enterica_rplB,NC_003197.2_3393/1-272,NC_003197.2_3393,274,476.2,8.3e-144,9.7,272,476.1,2e-147,9.3e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Salmonella_enterica_rplB.domtblout
Sarcina_ventriculi_rplB,NZ_CABIXL010000007.1_6/1-276,NZ_CABIXL010000007.1_6,278,468.1,1.2e-141,5.8,276,467.9,1.2e-144,1.4e-141,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sarcina_ventriculi_rplB.domtblout
Sarcina_ventriculi_rplB,NZ_CABIXL010000002.1_72/260-310,NZ_CABIXL010000002.1_72,319,12.4,0.0084,0.0,51,11.5,1.4e-05,0.016,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sarcina_ventriculi_rplB.domtblout
Scardovia_inopinata_rplB,NZ_AP012334.1_196/1-273,NZ_AP012334.1_196,277,431.3,1.3e-130,6.2,273,431.1,9.9e-134,1.5e-130,6.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Scardovia_inopinata_rplB.domtblout
Schlesneria_paludicola_rplB,NZ_JH636435.1_2589/1-280,NZ_JH636435.1_2589,286,423.6,1.3e-127,6.3,280,423.5,2.1e-131,1.4e-127,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Schlesneria_paludicola_rplB.domtblout
Selenomonas_noxia_rplB,NZ_JH376857.1_330/1-275,NZ_JH376857.1_330,276,467.8,1.3e-141,6.9,275,467.7,7.3e-145,1.4e-141,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Selenomonas_noxia_rplB.domtblout
Selenomonas_ruminantium_rplB,NZ_AUJE01000030.1_39/1-274,NZ_AUJE01000030.1_39,276,467.0,3.6e-141,7.1,274,466.9,1.3e-144,4e-141,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Selenomonas_ruminantium_rplB.domtblout
Sellimonas_intestinalis_rplB,NZ_QVMD01000003.1_59/1-277,NZ_QVMD01000003.1_59,281,459.2,8.4e-139,7.2,277,459.1,3e-142,9.3e-139,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sellimonas_intestinalis_rplB.domtblout
Senegalemassilia_anaerobia_rplB,NZ_HE611014.1_428/1-275,NZ_HE611014.1_428,277,469.5,3.9e-142,7.6,275,469.3,2.2e-145,4.4e-142,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Senegalemassilia_anaerobia_rplB.domtblout
Serratia_ficaria_rplB,NZ_LT906479.1_4339/1-273,NZ_LT906479.1_4339,275,477.6,3.2e-144,9.2,273,477.4,1.5e-147,3.6e-144,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Serratia_ficaria_rplB.domtblout
Serratia_fonticola_rplB,NZ_CP011254.1_1173/1-273,NZ_CP011254.1_1173,275,478.3,2.3e-144,8.6,273,478.1,4.8e-148,2.6e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Serratia_fonticola_rplB.domtblout
Serratia_liquefaciens_rplB,NZ_CP048784.1_4542/1-273,NZ_CP048784.1_4542,275,476.2,8.7e-144,9.7,273,476.1,2e-147,9.7e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Serratia_liquefaciens_rplB.domtblout
Serratia_marcescens_rplB,NZ_CP027798.1_4753/1-273,NZ_CP027798.1_4753,275,477.8,2.8e-144,9.2,273,477.7,1.3e-147,3.1e-144,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Serratia_marcescens_rplB.domtblout
Serratia_quinivorans_rplB,NZ_LR134494.1_4550/1-273,NZ_LR134494.1_4550,275,476.6,6.9e-144,9.8,273,476.4,3.1e-147,7.7e-144,9.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Serratia_quinivorans_rplB.domtblout
Shigella_dysenteriae_rplB,NZ_MSJW02000244.1_7/1-272,NZ_MSJW02000244.1_7,274,476.7,5.7e-144,8.7,272,476.6,1.4e-147,6.4e-144,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Shigella_dysenteriae_rplB.domtblout
Shigella_flexneri_rplB,NC_004337.2_3605/1-272,NC_004337.2_3605,274,477.6,3.5e-144,8.8,272,477.4,7.7e-148,3.8e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Shigella_flexneri_rplB.domtblout
Shigella_sonnei_rplB,NZ_CP055292.1_2224/1-272,NZ_CP055292.1_2224,274,477.6,3.1e-144,8.8,272,477.4,7.7e-148,3.4e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Shigella_sonnei_rplB.domtblout
Silanimonas_lenta_rplB,NZ_KE386845.1_267/1-274,NZ_KE386845.1_267,276,463.9,2.5e-140,5.1,274,463.7,1.2e-143,2.8e-140,5.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Silanimonas_lenta_rplB.domtblout
Skermanella_aerolata_rplB,NZ_BJYZ01000003.1_459/1-274,NZ_BJYZ01000003.1_459,276,459.3,2.1e-138,4.2,274,459.1,2.9e-142,2.4e-138,4.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Skermanella_aerolata_rplB.domtblout
Slackia_equolifaciens_rplB,NZ_QIBX01000002.1_171/1-276,NZ_QIBX01000002.1_171,278,477.3,1.8e-144,7.1,276,477.2,9e-148,2e-144,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Slackia_equolifaciens_rplB.domtblout
Slackia_exigua_rplB,NZ_UGGM01000001.1_1392/1-275,NZ_UGGM01000001.1_1392,277,470.2,2.2e-142,7.8,275,470.0,1.4e-145,2.4e-142,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Slackia_exigua_rplB.domtblout
Slackia_isoflavoniconvertens_rplB,NZ_PPTO01000002.1_111/1-275,NZ_PPTO01000002.1_111,277,472.5,5.1e-143,8.0,275,472.3,2.7e-146,5.7e-143,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Slackia_isoflavoniconvertens_rplB.domtblout
Slackia_piriformis_rplB,NZ_JH815198.1_215/1-275,NZ_JH815198.1_215,277,473.5,2.2e-143,7.8,275,473.3,1.4e-146,2.5e-143,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Slackia_piriformis_rplB.domtblout
Sneathia_sanguinegens_rplB,NZ_LOQF01000003.1_88/1-274,NZ_LOQF01000003.1_88,276,428.4,8.3e-130,4.7,274,428.2,7.6e-133,9.3e-130,4.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sneathia_sanguinegens_rplB.domtblout
Soleaferrea_massiliensis_rplB,NZ_CCYH01000043.1_34/1-277,NZ_CCYH01000043.1_34,278,461.1,1.7e-139,2.4,277,461.0,7.8e-143,1.9e-139,2.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Soleaferrea_massiliensis_rplB.domtblout
