"","strain","hit_score.atoA","hit_id.atoA","description.atoA","hit_score.atoD","hit_id.atoD","description.atoD","hit_score.bcd","hit_id.bcd","description.bcd","hit_score.kce","hit_id.kce","description.kce","hit_score.kal","hit_id.kal","description.kal","hit_score.kamA","hit_id.kamA","description.kamA","hit_score.kamD","hit_id.kamD","description.kamD","hit_score.kamE","hit_id.kamE","description.kamE","hit_score.kdd","hit_id.kdd","description.kdd","pathway","hit_score.thl","hit_id.thl","description.thl","hit_score.cro","hit_id.cro","description.cro","hit_score.hbd","hit_id.hbd","description.hbd","hit_score.ptb","hit_id.ptb","description.ptb","hit_score.buk","hit_id.buk","description.buk","hit_score.but","hit_id.but","description.but","hit_score.gcdA","hit_id.gcdA","description.gcdA","hit_score.gcdB","hit_id.gcdB","description.gcdB","hit_score.gctA","hit_id.gctA","description.gctA","hit_score.gctB","hit_id.gctB","description.gctB","hit_score.hgdA","hit_id.hgdA","description.hgdA","hit_score.hgdB","hit_id.hgdB","description.hgdB","hit_score.hgdC","hit_id.hgdC","description.hgdC","hit_score.abfD","hit_id.abfD","description.abfD","hit_score.abfT","hit_id.abfT","description.abfT","hit_score.abfH","hit_id.abfH","description.abfH"
"85","Christensenella_minuta",NA,NA,NA,NA,NA,NA,776.3,"NZ_CP029256.1_287/1-379","Christensenella_minuta_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",677.7,"NZ_CP029256.1_2600/1-392","Christensenella_minuta_thl",412.1,"NZ_CP029256.1_2707/329-603","Christensenella_minuta_cro",417.6,"NZ_CP029256.1_2689/1-283","Christensenella_minuta_hbd",NA,NA,NA,NA,NA,NA,444.2,"NZ_CP029256.1_281/1-422","Christensenella_minuta_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Chryseobacterium_hominis",NA,NA,NA,NA,NA,NA,621.4,"NZ_RJTU01000028.1_12/1-379","Chryseobacterium_hominis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",555.1,"NZ_RJTU01000017.1_8/1-392","Chryseobacterium_hominis_thl",434.5,"NZ_RJTU01000067.1_7/1-254","Chryseobacterium_hominis_cro",473.1,"NZ_RJTU01000053.1_4/2-288","Chryseobacterium_hominis_hbd",NA,NA,NA,NA,NA,NA,362.8,"NZ_RJTU01000061.1_175/5-418","Chryseobacterium_hominis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Cloacibacillus_evryensis",NA,NA,NA,NA,NA,NA,545.1,"NZ_KK073872.1_1738/3-380","Cloacibacillus_evryensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",580,"NZ_KK073872.1_125/2-393","Cloacibacillus_evryensis_thl",393.9,"NZ_KK073872.1_1734/1-259","Cloacibacillus_evryensis_cro",364.3,"NZ_KK073872.1_1733/1-282","Cloacibacillus_evryensis_hbd",430.9,"NZ_KK073872.1_2721/4-304","Cloacibacillus_evryensis_ptb",465,"NZ_KK073872.1_2582/1-351","Cloacibacillus_evryensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Cloacibacterium_normanense",NA,NA,NA,NA,NA,NA,628.5,"NZ_CP034157.1_955/1-379","Cloacibacterium_normanense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",558.9,"NZ_CP034157.1_1000/1-391","Cloacibacterium_normanense_thl",426.7,"NZ_CP034157.1_1998/1-255","Cloacibacterium_normanense_cro",444.6,"NZ_CP034157.1_714/1-290","Cloacibacterium_normanense_hbd",NA,NA,NA,NA,NA,NA,374.2,"NZ_CP034157.1_340/4-414","Cloacibacterium_normanense_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Clostridium_acetobutylicum",NA,NA,NA,NA,NA,NA,769.7,"NC_015687.1_2693/1-378","Clostridium_acetobutylicum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",743.5,"NC_015687.1_2848/1-391","Clostridium_acetobutylicum_thl",499.1,"NC_015687.1_2694/1-260","Clostridium_acetobutylicum_cro",492.3,"NC_015687.1_2690/1-282","Clostridium_acetobutylicum_hbd",473.4,"NC_015687.1_3048/1-300","Clostridium_acetobutylicum_ptb",589.3,"NC_015687.1_3047/2-355","Clostridium_acetobutylicum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Clostridium_aldenense",NA,NA,NA,NA,NA,NA,607.2,"NZ_QSGP01000003.1_53/2-376","Clostridium_aldenense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",471.7,"NZ_QSGP01000012.1_77/9-399","Clostridium_aldenense_thl",334.8,"NZ_QSGP01000009.1_217/1-260","Clostridium_aldenense_cro",297.3,"NZ_QSGP01000003.1_255/3-308","Clostridium_aldenense_hbd",344.5,"NZ_QSGP01000012.1_44/1-296","Clostridium_aldenense_ptb",466.1,"NZ_QSGP01000012.1_45/4-356","Clostridium_aldenense_buk",372.3,"NZ_QSGP01000013.1_70/1-431","Clostridium_aldenense_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Clostridium_baratii",NA,NA,NA,NA,NA,NA,785.4,"NZ_CP014204.2_354/1-378","Clostridium_baratii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",755.7,"NZ_CP014204.2_461/1-392","Clostridium_baratii_thl",512.4,"NZ_CP014204.2_353/1-260","Clostridium_baratii_cro",494.2,"NZ_CP014204.2_357/1-282","Clostridium_baratii_hbd",481.4,"NZ_CP014204.2_298/1-300","Clostridium_baratii_ptb",596.8,"NZ_CP014204.2_299/1-355","Clostridium_baratii_buk",416.1,"NZ_CP014204.2_1330/1-430","Clostridium_baratii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Clostridium_botulinum",NA,NA,NA,NA,NA,NA,929.7,"NC_009495.1_2761/1-634","Clostridium_botulinum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",759.9,"NC_009495.1_3105/1-391","Clostridium_botulinum_thl",502.9,"NC_009495.1_3107/1-259","Clostridium_botulinum_cro",453.9,"NC_009495.1_3106/1-276","Clostridium_botulinum_hbd",480.7,"NC_009495.1_3327/1-302","Clostridium_botulinum_ptb",614.1,"NC_009495.1_3326/2-356","Clostridium_botulinum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Clostridium_butyricum",NA,NA,NA,NA,NA,NA,796.2,"NZ_CP013239.1_35/1-378","Clostridium_butyricum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",749.2,"NZ_CP013239.1_3283/1-392","Clostridium_butyricum_thl",501.5,"NZ_CP013239.1_36/1-261","Clostridium_butyricum_cro",493.1,"NZ_CP013239.1_32/1-282","Clostridium_butyricum_hbd",476.3,"NZ_CP013239.1_129/1-301","Clostridium_butyricum_ptb",586.3,"NZ_CP013239.1_128/1-355","Clostridium_butyricum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Clostridium_cadaveris",NA,NA,NA,NA,NA,NA,783.7,"NZ_CP076620.1_2764/1-378","Clostridium_cadaveris_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",749,"NZ_CP076620.1_2644/1-393","Clostridium_cadaveris_thl",504.6,"NZ_CP076620.1_2765/1-260","Clostridium_cadaveris_cro",494.9,"NZ_CP076620.1_2761/1-282","Clostridium_cadaveris_hbd",476.8,"NZ_CP076620.1_2966/1-302","Clostridium_cadaveris_ptb",593.8,"NZ_CP076620.1_2965/1-356","Clostridium_cadaveris_buk",424.5,"NZ_CP076620.1_2501/1-426","Clostridium_cadaveris_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Clostridium_celatum",NA,NA,NA,NA,NA,NA,794.7,"NZ_JADMVG010000002.1_84/1-378","Clostridium_celatum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",750.4,"NZ_JADMVG010000035.1_1/1-392","Clostridium_celatum_thl",503.9,"NZ_JADMVG010000002.1_83/10-269","Clostridium_celatum_cro",494.2,"NZ_JADMVG010000002.1_87/1-281","Clostridium_celatum_hbd",471.1,"NZ_JADMVG010000002.1_14/1-301","Clostridium_celatum_ptb",585.3,"NZ_JADMVG010000002.1_15/2-355","Clostridium_celatum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Clostridium_chauvoei",NA,NA,NA,NA,NA,NA,785.2,"NZ_CP018630.1_2492/1-378","Clostridium_chauvoei_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",750.8,"NZ_CP018630.1_2403/1-392","Clostridium_chauvoei_thl",509.6,"NZ_CP018630.1_2493/1-260","Clostridium_chauvoei_cro",495.4,"NZ_CP018630.1_2489/1-281","Clostridium_chauvoei_hbd",478.1,"NZ_CP018630.1_258/1-301","Clostridium_chauvoei_ptb",595.9,"NZ_CP018630.1_259/1-356","Clostridium_chauvoei_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Clostridium_cochlearium",NA,NA,NA,NA,NA,NA,934.4,"NZ_LT906477.1_1182/1-634","Clostridium_cochlearium_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",761,"NZ_LT906477.1_138/1-391","Clostridium_cochlearium_thl",512.1,"NZ_LT906477.1_2019/1-259","Clostridium_cochlearium_cro",481.9,"NZ_LT906477.1_2015/1-282","Clostridium_cochlearium_hbd",471.6,"NZ_LT906477.1_2125/1-301","Clostridium_cochlearium_ptb",607,"NZ_LT906477.1_2124/1-356","Clostridium_cochlearium_buk",446.5,"NZ_LT906477.1_340/1-425","Clostridium_cochlearium_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Clostridium_disporicum",NA,NA,NA,NA,NA,NA,785,"NZ_CYZX01000015.1_41/1-378","Clostridium_disporicum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",738.9,"NZ_CYZX01000010.1_88/1-393","Clostridium_disporicum_thl",503.4,"NZ_CYZX01000015.1_42/5-264","Clostridium_disporicum_cro",492.9,"NZ_CYZX01000015.1_38/1-282","Clostridium_disporicum_hbd",468,"NZ_CYZX01000018.1_83/1-301","Clostridium_disporicum_ptb",589.8,"NZ_CYZX01000018.1_84/1-355","Clostridium_disporicum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Clostridium_fallax",NA,NA,NA,NA,NA,NA,790.9,"NZ_FQVM01000027.1_8/1-378","Clostridium_fallax_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",758,"NZ_FQVM01000012.1_72/1-392","Clostridium_fallax_thl",520.2,"NZ_FQVM01000027.1_9/1-260","Clostridium_fallax_cro",493.9,"NZ_FQVM01000027.1_5/1-282","Clostridium_fallax_hbd",463.7,"NZ_FQVM01000003.1_130/1-300","Clostridium_fallax_ptb",587,"NZ_FQVM01000003.1_131/1-356","Clostridium_fallax_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Clostridium_felsineum",NA,NA,NA,NA,NA,NA,772,"NZ_CP096980.1_1329/1-377","Clostridium_felsineum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",737.1,"NZ_CP096980.1_1001/1-391","Clostridium_felsineum_thl",498.1,"NZ_CP096980.1_1257/1-260","Clostridium_felsineum_cro",494.1,"NZ_CP096980.1_1261/1-282","Clostridium_felsineum_hbd",471.6,"NZ_CP096980.1_811/1-299","Clostridium_felsineum_ptb",589.6,"NZ_CP096980.1_812/2-355","Clostridium_felsineum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Clostridium_indolis",NA,NA,NA,NA,NA,NA,567.7,"NZ_AZUI01000001.1_3248/3-380","Clostridium_indolis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",687,"NZ_AZUI01000001.1_3297/2-393","Clostridium_indolis_thl",471.1,"NZ_AZUI01000001.1_3298/1-252","Clostridium_indolis_cro",432.3,"NZ_AZUI01000001.1_3299/1-278","Clostridium_indolis_hbd",NA,NA,NA,NA,NA,NA,420.7,"NZ_AZUI01000001.1_3288/1-427","Clostridium_indolis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Clostridium_lituseburense",NA,NA,NA,NA,NA,NA,775.8,"NZ_FNGW01000003.1_235/3-373","Clostridium_lituseburense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",611.6,"NZ_FNGW01000001.1_138/1-399","Clostridium_lituseburense_thl",444.8,"NZ_FNGW01000001.1_137/2-264","Clostridium_lituseburense_cro",456.4,"NZ_FNGW01000003.1_234/1-280","Clostridium_lituseburense_hbd",476.6,"NZ_FNGW01000009.1_3/1-299","Clostridium_lituseburense_ptb",594.3,"NZ_FNGW01000009.1_4/5-357","Clostridium_lituseburense_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Clostridium_methoxybenzovorans",NA,NA,NA,NA,NA,NA,567.7,"NZ_ATXD01000006.1_503/3-380","Clostridium_methoxybenzovorans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",686.9,"NZ_ATXD01000006.1_453/2-393","Clostridium_methoxybenzovorans_thl",468.4,"NZ_ATXD01000006.1_452/1-252","Clostridium_methoxybenzovorans_cro",432.3,"NZ_ATXD01000006.1_451/1-278","Clostridium_methoxybenzovorans_hbd",NA,NA,NA,NA,NA,NA,422.7,"NZ_ATXD01000006.1_462/1-427","Clostridium_methoxybenzovorans_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Clostridium_neonatale",NA,NA,NA,NA,NA,NA,932.7,"NZ_UICR01000001.1_2012/1-635","Clostridium_neonatale_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",730.6,"NZ_UICR01000001.1_477/1-392","Clostridium_neonatale_thl",508.6,"NZ_UICR01000001.1_371/1-261","Clostridium_neonatale_cro",495.4,"NZ_UICR01000001.1_375/1-282","Clostridium_neonatale_hbd",471.1,"NZ_UICR01000001.1_248/1-301","Clostridium_neonatale_ptb",583.7,"NZ_UICR01000001.1_249/1-355","Clostridium_neonatale_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Clostridium_paraputrificum",NA,NA,NA,NA,NA,NA,788.1,"NZ_AUJC01000011.1_143/1-378","Clostridium_paraputrificum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",756.6,"NZ_AUJC01000001.1_441/1-393","Clostridium_paraputrificum_thl",504.8,"NZ_AUJC01000011.1_142/1-261","Clostridium_paraputrificum_cro",490.2,"NZ_AUJC01000011.1_146/1-282","Clostridium_paraputrificum_hbd",480,"NZ_AUJC01000011.1_111/1-300","Clostridium_paraputrificum_ptb",581.7,"NZ_AUJC01000011.1_112/1-355","Clostridium_paraputrificum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Clostridium_perfringens",NA,NA,NA,NA,NA,NA,791.2,"NZ_CP075979.1_2482/1-378","Clostridium_perfringens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",745.2,"NZ_CP075979.1_2381/1-392","Clostridium_perfringens_thl",528.9,"NZ_CP075979.1_2483/1-260","Clostridium_perfringens_cro",493.8,"NZ_CP075979.1_2479/1-281","Clostridium_perfringens_hbd",466.5,"NZ_CP075979.1_2530/1-300","Clostridium_perfringens_ptb",589.4,"NZ_CP075979.1_2529/1-356","Clostridium_perfringens_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Clostridium_putrefaciens",NA,NA,NA,NA,NA,NA,913.8,"NZ_UFWZ01000001.1_1353/1-634","Clostridium_putrefaciens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",742.2,"NZ_UFWZ01000001.1_923/1-392","Clostridium_putrefaciens_thl",502.8,"NZ_UFWZ01000001.1_2204/1-260","Clostridium_putrefaciens_cro",486.1,"NZ_UFWZ01000001.1_2200/1-282","Clostridium_putrefaciens_hbd",465.2,"NZ_UFWZ01000001.1_2445/1-299","Clostridium_putrefaciens_ptb",597.9,"NZ_UFWZ01000001.1_2444/1-357","Clostridium_putrefaciens_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Clostridium_rectum",NA,NA,NA,NA,NA,NA,931,"NZ_CAEUHP010000001.1_1617/1-637","Clostridium_rectum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",695.2,"NZ_CAEUHP010000001.1_1889/1-393","Clostridium_rectum_thl",469.7,"NZ_CAEUHP010000001.1_1890/1-257","Clostridium_rectum_cro",455,"NZ_CAEUHP010000001.1_1891/1-279","Clostridium_rectum_hbd",NA,NA,NA,NA,NA,NA,749.2,"NZ_CAEUHP010000001.1_1255/3-442","Clostridium_rectum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Clostridium_saccharoperbutylacetonicum",NA,NA,NA,NA,NA,NA,927.4,"NC_020291.1_1173/1-634","Clostridium_saccharoperbutylacetonicum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",747,"NC_020291.1_567/1-393","Clostridium_saccharoperbutylacetonicum_thl",515.5,"NC_020291.1_406/1-261","Clostridium_saccharoperbutylacetonicum_cro",496.9,"NC_020291.1_410/1-282","Clostridium_saccharoperbutylacetonicum_hbd",476.7,"NC_020291.1_225/1-301","Clostridium_saccharoperbutylacetonicum_ptb",592.9,"NC_020291.1_226/1-355","Clostridium_saccharoperbutylacetonicum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Clostridium_sartagoforme",NA,NA,NA,NA,NA,NA,922.6,"NZ_SRYR01000001.1_238/1-634","Clostridium_sartagoforme_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",744.3,"NZ_SRYR01000012.1_22/1-393","Clostridium_sartagoforme_thl",513.2,"NZ_SRYR01000004.1_173/1-260","Clostridium_sartagoforme_cro",491.2,"NZ_SRYR01000004.1_177/1-280","Clostridium_sartagoforme_hbd",473.7,"NZ_SRYR01000004.1_72/1-300","Clostridium_sartagoforme_ptb",595.9,"NZ_SRYR01000004.1_73/1-355","Clostridium_sartagoforme_buk",407.2,"NZ_SRYR01000002.1_149/9-440","Clostridium_sartagoforme_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Clostridium_senegalense",NA,NA,NA,NA,NA,NA,930.6,"NZ_JAHLNC010000005.1_69/1-636","Clostridium_senegalense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",726.4,"NZ_JAHLNC010000001.1_790/1-392","Clostridium_senegalense_thl",504.7,"NZ_JAHLNC010000019.1_7/37-300","Clostridium_senegalense_cro",457,"NZ_JAHLNC010000019.1_11/1-283","Clostridium_senegalense_hbd",462.4,"NZ_JAHLNC010000004.1_130/1-300","Clostridium_senegalense_ptb",606.7,"NZ_JAHLNC010000004.1_129/2-356","Clostridium_senegalense_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Clostridium_septicum",NA,NA,NA,NA,NA,NA,780.8,"NZ_CP023671.1_1866/1-378","Clostridium_septicum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",743.5,"NZ_CP023671.1_1961/1-392","Clostridium_septicum_thl",505.2,"NZ_CP023671.1_1865/1-260","Clostridium_septicum_cro",499.9,"NZ_CP023671.1_1869/1-281","Clostridium_septicum_hbd",480.2,"NZ_CP023671.1_1813/1-300","Clostridium_septicum_ptb",594.3,"NZ_CP023671.1_1814/1-356","Clostridium_septicum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Clostridium_sporogenes",NA,NA,NA,NA,NA,NA,756.8,"NZ_CP084662.1_513/1-378","Clostridium_sporogenes_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",762.3,"NZ_CP084662.1_512/1-391","Clostridium_sporogenes_thl",499.7,"NZ_CP084662.1_510/1-259","Clostridium_sporogenes_cro",452.5,"NZ_CP084662.1_511/1-276","Clostridium_sporogenes_hbd",479.6,"NZ_CP084662.1_268/1-302","Clostridium_sporogenes_ptb",613.7,"NZ_CP084662.1_269/2-356","Clostridium_sporogenes_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Clostridium_sticklandii",NA,NA,NA,NA,NA,NA,776.3,"NC_014614.1_1114/1-379","Clostridium_sticklandii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",675.7,"NC_014614.1_1113/1-391","Clostridium_sticklandii_thl",453.2,"NC_014614.1_1111/1-257","Clostridium_sticklandii_cro",457.8,"NC_014614.1_1112/1-279","Clostridium_sticklandii_hbd",448.7,"NC_014614.1_473/1-300","Clostridium_sticklandii_ptb",602.3,"NC_014614.1_474/3-357","Clostridium_sticklandii_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Clostridium_tertium",NA,NA,NA,NA,NA,NA,792.5,"NZ_CABKOG010000003.1_2813/1-378","Clostridium_tertium_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",743.5,"NZ_CABKOG010000003.1_62/1-393","Clostridium_tertium_thl",517.1,"NZ_CABKOG010000003.1_2814/1-260","Clostridium_tertium_cro",492.6,"NZ_CABKOG010000003.1_2810/1-280","Clostridium_tertium_hbd",472.5,"NZ_CABKOG010000003.1_2898/1-301","Clostridium_tertium_ptb",591.1,"NZ_CABKOG010000003.1_2896/2-355","Clostridium_tertium_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
